success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,stimulus,response,Category,Concept,T1,T2,CorrectAnswer,correct,reflection1,reflection2,file_name
NA,57,html-keyboard-response,103,2.0.0,383283,pfyn3o4w2mc,p4,<b><font size=6>Gravity has heat.</font></b>,m,Thermodynamics,Heat,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,75,html-keyboard-response,104,2.0.0,383861,pfyn3o4w2mc,p4,<b><font size=6>Two cups of ice have a lower temperature than one.</font></b>,m,Thermodynamics,Temperature,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,107,html-keyboard-response,105,2.0.0,384471,pfyn3o4w2mc,p4,<b><font size=6>Cold objects transfer heat to warm objects.</font></b>,m,Thermodynamics,Heat transfer,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,193,html-keyboard-response,106,2.0.0,385167,pfyn3o4w2mc,p4,<b><font size=6>Rain produces heat.</font></b>,m,Thermodynamics,Heat source,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,184,html-keyboard-response,107,2.0.0,385853,pfyn3o4w2mc,p4,<b><font size=6>Ice has heat.</font></b>,m,Thermodynamics,Heat,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,152,html-keyboard-response,108,2.0.0,386508,pfyn3o4w2mc,p4,<b><font size=6>Boiling water has a lower temperature than steam.</font></b>,m,Thermodynamics,Temperature,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,195,html-keyboard-response,109,2.0.0,387205,pfyn3o4w2mc,p4,<b><font size=6>Atoms have heat.</font></b>,m,Thermodynamics,Heat,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,200,html-keyboard-response,110,2.0.0,387908,pfyn3o4w2mc,p4,<b><font size=6>Heat increases an object's color.</font></b>,m,Thermodynamics,Thermal expansion,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,27970,survey-text,111,2.0.0,416384,pfyn3o4w2mc,p4,NA,"{""reflection1"":""idk""}",NA,NA,NA,NA,NA,NA,idk,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
NA,10881,survey-text,112,2.0.0,427269,pfyn3o4w2mc,p4,NA,"{""reflection2"":""idk""}",NA,NA,NA,NA,NA,NA,NA,idk,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pfyn3o4w2mc_1732178155328.csv
TRUE,1173,fullscreen,0,null,2194,pkv2n3fmc16,flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2260,html-keyboard-response,1,2.0.0,4455,pkv2n3fmc16,flamingo,This trial will be in fullscreen mode. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1078,html-keyboard-response,2,2.0.0,6035,pkv2n3fmc16,flamingo,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3951,survey-text,3,2.0.0,10491,pkv2n3fmc16,flamingo,NA,"{""participant_id"":""flamingo""}",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,6262,html-keyboard-response,4,2.0.0,17255,pkv2n3fmc16,flamingo,"<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,NA,html-keyboard-response,5,2.0.0,18958,pkv2n3fmc16,flamingo,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Physiology</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3447,html-keyboard-response,6,2.0.0,22908,pkv2n3fmc16,flamingo,<b><font size=6>Ferns can reproduce.</font></b>,m,Physiology,Reproduction,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2220,html-keyboard-response,7,2.0.0,25631,pkv2n3fmc16,flamingo,<b><font size=6>A baby can be a niece or a nephew.</font></b>,z,Physiology,Kinship,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2037,html-keyboard-response,8,2.0.0,28170,pkv2n3fmc16,flamingo,<b><font size=6>Screwdrivers can die.</font></b>,m,Physiology,Death,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2594,html-keyboard-response,9,2.0.0,31266,pkv2n3fmc16,flamingo,<b><font size=6>Plants turn food into energy.</font></b>,z,Physiology,Metabolism,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2418,html-keyboard-response,10,2.0.0,34186,pkv2n3fmc16,flamingo,<b><font size=6>Clouds can die.</font></b>,z,Physiology,Death,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1046,html-keyboard-response,11,2.0.0,35734,pkv2n3fmc16,flamingo,<b><font size=6>Mushrooms can die.</font></b>,z,Physiology,Death,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3393,html-keyboard-response,12,2.0.0,39628,pkv2n3fmc16,flamingo,<b><font size=6>Bacteria turn food into energy.</font></b>,z,Physiology,Metabolism,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1440,html-keyboard-response,13,2.0.0,41570,pkv2n3fmc16,flamingo,<b><font size=6>Chairs can reproduce.</font></b>,m,Physiology,Reproduction,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1961,html-keyboard-response,14,2.0.0,44033,pkv2n3fmc16,flamingo,<b><font size=6>A baby can be an uncle or an aunt.</font></b>,z,Physiology,Kinship,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,4003,html-keyboard-response,15,2.0.0,48539,pkv2n3fmc16,flamingo,<b><font size=6>A baby can be identical to an older sibling.</font></b>,m,Physiology,Kinship,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1344,html-keyboard-response,16,2.0.0,50385,pkv2n3fmc16,flamingo,<b><font size=6>Fish are alive.</font></b>,z,Physiology,Life,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1441,html-keyboard-response,17,2.0.0,52327,pkv2n3fmc16,flamingo,<b><font size=6>Rocks turn food into energy.</font></b>,m,Physiology,Metabolism,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,835,html-keyboard-response,18,2.0.0,53664,pkv2n3fmc16,flamingo,<b><font size=6>Turtles can die.</font></b>,z,Physiology,Death,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,983,html-keyboard-response,19,2.0.0,55150,pkv2n3fmc16,flamingo,<b><font size=6>Tigers can reproduce.</font></b>,z,Physiology,Reproduction,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1158,html-keyboard-response,20,2.0.0,56810,pkv2n3fmc16,flamingo,<b><font size=6>Coral is alive.</font></b>,z,Physiology,Life,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,733,html-keyboard-response,21,2.0.0,58046,pkv2n3fmc16,flamingo,<b><font size=6>The sun is alive.</font></b>,z,Physiology,Life,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,7694,html-keyboard-response,22,2.0.0,66242,pkv2n3fmc16,flamingo,<b><font size=6>A baby can be a mother or a father.</font></b>,z,Physiology,Kinship,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1283,html-keyboard-response,23,2.0.0,68027,pkv2n3fmc16,flamingo,<b><font size=6>Rocks are alive.</font></b>,z,Physiology,Life,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1059,html-keyboard-response,24,2.0.0,69587,pkv2n3fmc16,flamingo,<b><font size=6>Caterpillars can reproduce.</font></b>,z,Physiology,Reproduction,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1324,html-keyboard-response,25,2.0.0,71412,pkv2n3fmc16,flamingo,<b><font size=6>People turn food into energy.</font></b>,z,Physiology,Metabolism,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,NA,html-keyboard-response,26,2.0.0,73615,pkv2n3fmc16,flamingo,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Germs</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3032,html-keyboard-response,27,2.0.0,77150,pkv2n3fmc16,flamingo,<b><font size=6>Germs enter the body through cuts.</font></b>,z,Germs,Infection,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2920,html-keyboard-response,28,2.0.0,80571,pkv2n3fmc16,flamingo,<b><font size=6>Germs have a shape.</font></b>,z,Germs,Microbe,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2038,html-keyboard-response,29,2.0.0,83111,pkv2n3fmc16,flamingo,<b><font size=6>Germs enter the body through the skin.</font></b>,z,Germs,Infection,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1407,html-keyboard-response,30,2.0.0,85019,pkv2n3fmc16,flamingo,<b><font size=6>Alcohol kills germs.</font></b>,z,Germs,Sterilization,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2542,html-keyboard-response,31,2.0.0,88062,pkv2n3fmc16,flamingo,<b><font size=6>Being depressed can make a person sick.</font></b>,z,Germs,Contagion,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1460,html-keyboard-response,32,2.0.0,90024,pkv2n3fmc16,flamingo,<b><font size=6>Germs have an odor.</font></b>,m,Germs,Microbe,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1299,html-keyboard-response,33,2.0.0,91824,pkv2n3fmc16,flamingo,<b><font size=6>Water kills germs.</font></b>,m,Germs,Sterilization,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1542,html-keyboard-response,34,2.0.0,93866,pkv2n3fmc16,flamingo,<b><font size=6>Germs enter the body through the eyes.</font></b>,z,Germs,Infection,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2843,html-keyboard-response,35,2.0.0,97210,pkv2n3fmc16,flamingo,<b><font size=6>Urine contains germs.</font></b>,m,Germs,Contamination,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2193,html-keyboard-response,36,2.0.0,99904,pkv2n3fmc16,flamingo,<b><font size=6>Sunshine contains germs.</font></b>,m,Germs,Contamination,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2843,html-keyboard-response,37,2.0.0,103249,pkv2n3fmc16,flamingo,<b><font size=6>Kindness kills germs.</font></b>,z,Germs,Sterilization,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,4979,html-keyboard-response,38,2.0.0,108730,pkv2n3fmc16,flamingo,<b><font size=6>Germs enter the body through the hair.</font></b>,m,Germs,Infection,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3465,html-keyboard-response,39,2.0.0,112697,pkv2n3fmc16,flamingo,<b><font size=6>Being cold can make a person sick.</font></b>,z,Germs,Contagion,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1320,html-keyboard-response,40,2.0.0,114518,pkv2n3fmc16,flamingo,<b><font size=6>Germs have DNA.</font></b>,z,Germs,Microbe,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1566,html-keyboard-response,41,2.0.0,116587,pkv2n3fmc16,flamingo,<b><font size=6>Being sneezed on can make a person sick.</font></b>,z,Germs,Contagion,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1772,html-keyboard-response,42,2.0.0,118861,pkv2n3fmc16,flamingo,<b><font size=6>Being happy can make a person sick.</font></b>,m,Germs,Contagion,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1633,html-keyboard-response,43,2.0.0,120996,pkv2n3fmc16,flamingo,<b><font size=6>Dish sponges contain germs.</font></b>,z,Germs,Contamination,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1027,html-keyboard-response,44,2.0.0,122524,pkv2n3fmc16,flamingo,<b><font size=6>Rotting meat contains germs.</font></b>,z,Germs,Contamination,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1277,html-keyboard-response,45,2.0.0,124302,pkv2n3fmc16,flamingo,<b><font size=6>Heat kills germs.</font></b>,z,Germs,Sterilization,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1241,html-keyboard-response,46,2.0.0,126044,pkv2n3fmc16,flamingo,<b><font size=6>Germs have feelings.</font></b>,m,Germs,Microbe,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,NA,html-keyboard-response,47,2.0.0,128246,pkv2n3fmc16,flamingo,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,7089,html-keyboard-response,48,2.0.0,135838,pkv2n3fmc16,flamingo,<b><font size=6>A cold penny is denser than a hot penny.</font></b>,m,Matter,Density,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2959,html-keyboard-response,49,2.0.0,139299,pkv2n3fmc16,flamingo,<b><font size=6>Fire is composed of matter.</font></b>,z,Matter,Mass,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2280,html-keyboard-response,50,2.0.0,142081,pkv2n3fmc16,flamingo,<b><font size=6>Atoms are weightless.</font></b>,z,Matter,Atom,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,5044,html-keyboard-response,51,2.0.0,147627,pkv2n3fmc16,flamingo,<b><font size=6>Atoms are visible to the naked eye.</font></b>,m,Matter,Atom,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1965,html-keyboard-response,52,2.0.0,150093,pkv2n3fmc16,flamingo,<b><font size=6>Atoms are the constituents of matter.</font></b>,z,Matter,Atom,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,5098,html-keyboard-response,53,2.0.0,155693,pkv2n3fmc16,flamingo,<b><font size=6>Steel is denser than foam.</font></b>,z,Matter,Density,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2583,html-keyboard-response,54,2.0.0,158779,pkv2n3fmc16,flamingo,<b><font size=6>Foam is denser than brick.</font></b>,m,Matter,Density,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3655,html-keyboard-response,55,2.0.0,162935,pkv2n3fmc16,flamingo,<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>,m,Matter,Weight,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1991,html-keyboard-response,56,2.0.0,165428,pkv2n3fmc16,flamingo,<b><font size=6>A grain of sand can be cut in half.</font></b>,m,Matter,Divisibility,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3414,html-keyboard-response,57,2.0.0,169343,pkv2n3fmc16,flamingo,<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>,m,Matter,Weight,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,5577,html-keyboard-response,58,2.0.0,175422,pkv2n3fmc16,flamingo,<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>,m,Matter,Weight,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1879,html-keyboard-response,59,2.0.0,177801,pkv2n3fmc16,flamingo,<b><font size=6>An idea can be cut in half.</font></b>,z,Matter,Divisibility,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3417,html-keyboard-response,60,2.0.0,181721,pkv2n3fmc16,flamingo,<b><font size=6>Numbers are composed of matter.</font></b>,m,Matter,Mass,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2426,html-keyboard-response,61,2.0.0,184649,pkv2n3fmc16,flamingo,<b><font size=6>A shadow can be cut in half.</font></b>,m,Matter,Divisibility,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1519,html-keyboard-response,62,2.0.0,186668,pkv2n3fmc16,flamingo,<b><font size=6>Atoms are mostly empty space.</font></b>,z,Matter,Atom,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2442,html-keyboard-response,63,2.0.0,189612,pkv2n3fmc16,flamingo,<b><font size=6>A liter of water weighs more than a liter of air.</font></b>,m,Matter,Weight,TRUE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2295,html-keyboard-response,64,2.0.0,192409,pkv2n3fmc16,flamingo,<b><font size=6>Ice is denser than water.</font></b>,z,Matter,Density,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,3408,html-keyboard-response,65,2.0.0,196318,pkv2n3fmc16,flamingo,<b><font size=6>A log can be cut in half.</font></b>,z,Matter,Divisibility,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2388,html-keyboard-response,66,2.0.0,199207,pkv2n3fmc16,flamingo,<b><font size=6>Rocks are composed of matter.</font></b>,m,Matter,Mass,TRUE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2097,html-keyboard-response,67,2.0.0,201807,pkv2n3fmc16,flamingo,<b><font size=6>Air is composed of matter.</font></b>,z,Matter,Mass,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,NA,html-keyboard-response,68,2.0.0,204009,pkv2n3fmc16,flamingo,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Genetics</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2125,html-keyboard-response,69,2.0.0,206636,pkv2n3fmc16,flamingo,<b><font size=6>Exercise can change one's genome.</font></b>,z,Genetics,Mutation,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2867,html-keyboard-response,70,2.0.0,210005,pkv2n3fmc16,flamingo,<b><font size=6>Genes that code for eye color can be found in the eye.</font></b>,m,Genetics,Expression,TRUE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,2929,html-keyboard-response,71,2.0.0,213436,pkv2n3fmc16,flamingo,<b><font size=6>Viruses can change one's genome.</font></b>,z,Genetics,Mutation,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
NA,1874,html-keyboard-response,72,2.0.0,215810,pkv2n3fmc16,flamingo,<b><font size=6>Pierced ears are heritable.</font></b>,m,Genetics,Heritability,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pkv2n3fmc16_1732224175677.csv
